,State_name,Species_id,Species_name,Year,Week,Leaves_fresh,Leaves_mature,Leaves_old,Flowers_bud,Flowers_open,Flowers_male,Flowers_Female,Fruits_unripe,Fruits_ripe,Fruits_open
18,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,18,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,1.0,1.0,-2.0
19,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,19,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
20,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,20,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
21,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,21,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
22,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,22,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
23,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,23,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
24,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,24,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
25,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,25,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
26,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,26,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
27,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,27,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
28,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,28,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
29,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,29,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
30,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,30,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
31,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,31,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
32,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,32,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
33,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,33,1.0,1.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
34,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,34,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
35,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,35,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
36,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,36,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
37,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,37,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
38,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,38,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
39,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,39,1.0,2.0,1.0,0.0,1.0,-2.0,-2.0,0.0,0.0,-2.0
40,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,40,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
41,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,41,1.0,2.0,1.0,1.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
42,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,42,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
43,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,43,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
44,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,44,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,0.0,0.0,-2.0
45,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,45,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,0.0,0.0,-2.0
46,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,46,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,1.0,0.0,-2.0
47,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2018,47,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,0.0,0.0,-2.0
48,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,0,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
49,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,1,1.0,2.0,1.0,1.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
50,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,2,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,0.0,0.0,-2.0
51,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,3,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,0.0,0.0,-2.0
52,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,4,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,1.0,0.0,-2.0
53,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,5,1.0,2.0,1.0,1.0,2.0,-2.0,-2.0,1.0,0.0,-2.0
54,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,6,1.0,2.0,1.0,2.0,2.0,-2.0,-2.0,1.0,0.0,-2.0
55,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,7,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,2.0,0.0,-2.0
56,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,8,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,2.0,0.0,-2.0
57,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,9,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,2.0,0.0,-2.0
58,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,10,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,2.0,0.0,-2.0
59,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,11,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,2.0,0.0,-2.0
60,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,12,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,2.0,0.0,-2.0
61,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,13,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,2.0,0.0,-2.0
62,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,14,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,2.0,0.0,-2.0
63,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,15,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,2.0,0.0,-2.0
64,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,16,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,2.0,0.0,-2.0
65,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,17,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,2.0,1.0,-2.0
66,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,18,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,2.0,1.0,-2.0
67,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,19,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,2.0,1.0,-2.0
68,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,20,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,1.0,1.0,-2.0
69,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,21,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,1.0,1.0,-2.0
70,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,22,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,1.0,1.0,-2.0
71,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,23,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,1.0,1.0,-2.0
72,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,24,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
73,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,25,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
74,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,26,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
75,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,27,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
76,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,28,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
77,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,29,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
78,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,30,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
79,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,31,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
80,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,32,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
81,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,33,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
82,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,34,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
83,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,35,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
84,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,36,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
85,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,37,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
86,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,38,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
87,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,39,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
88,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,40,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
89,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,41,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
90,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,42,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
91,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,43,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,0.0,0.0,-2.0
92,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,44,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,1.0,0.0,-2.0
93,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,45,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,0.0,0.0,-2.0
94,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,46,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,0.0,0.0,-2.0
95,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2019,47,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,0.0,0.0,-2.0
96,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,0,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,1.0,0.0,-2.0
97,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,1,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,1.0,0.0,-2.0
98,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,2,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,1.0,0.0,-2.0
99,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,3,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,1.0,0.0,-2.0
100,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,4,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,1.0,0.0,-2.0
101,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,5,1.0,2.0,0.0,1.0,1.0,-2.0,-2.0,1.0,0.0,-2.0
102,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,6,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,1.0,0.0,-2.0
103,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,7,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,1.0,0.0,-2.0
104,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,8,1.0,2.0,0.0,1.0,1.0,-2.0,-2.0,1.0,0.0,-2.0
105,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,9,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,1.0,0.0,-2.0
106,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,10,0.0,2.0,0.0,0.0,1.0,-2.0,-2.0,2.0,0.0,-2.0
107,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,11,0.0,2.0,0.0,0.0,0.0,-2.0,-2.0,1.0,0.0,-2.0
108,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,12,0.0,2.0,0.0,0.0,0.0,-2.0,-2.0,2.0,1.0,-2.0
109,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,13,0.0,2.0,0.0,0.0,0.0,-2.0,-2.0,2.0,1.0,-2.0
110,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,14,0.0,2.0,0.0,0.0,0.0,-2.0,-2.0,1.0,2.0,-2.0
111,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,15,0.0,2.0,0.0,0.0,0.0,-2.0,-2.0,1.0,2.0,-2.0
112,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,16,0.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,2.0,-2.0
113,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,17,0.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,1.0,-2.0
114,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,18,0.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,1.0,-2.0
115,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,19,0.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,1.0,-2.0
116,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,20,0.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,1.0,-2.0
117,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,21,0.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
118,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,22,0.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
119,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,23,0.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
120,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,24,0.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
121,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,25,0.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
122,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,26,0.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
123,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,27,0.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
124,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,28,0.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
125,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,29,0.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
126,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,30,0.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
127,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,31,0.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
128,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,32,0.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
129,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,33,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
130,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,34,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
131,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,35,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
132,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,36,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
133,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,37,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
134,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,38,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
135,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,39,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
136,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,40,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
137,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,41,1.0,2.0,1.0,1.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
138,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,42,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,0.0,0.0,-2.0
139,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,43,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,0.0,0.0,-2.0
140,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,44,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,0.0,0.0,-2.0
141,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,45,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,1.0,0.0,-2.0
142,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,46,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,0.0,0.0,-2.0
143,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2020,47,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,1.0,0.0,-2.0
144,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,0,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,1.0,0.0,-2.0
145,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,1,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,1.0,0.0,-2.0
146,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,2,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,1.0,0.0,-2.0
147,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,3,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,1.0,0.0,-2.0
148,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,4,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,1.0,0.0,-2.0
149,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,5,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,1.0,0.0,-2.0
150,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,6,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,1.0,0.0,-2.0
151,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,7,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,1.0,0.0,-2.0
152,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,8,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,2.0,0.0,-2.0
153,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,9,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,2.0,0.0,-2.0
154,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,10,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,2.0,1.0,-2.0
155,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,11,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,2.0,1.0,-2.0
156,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,12,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,1.0,0.0,-2.0
157,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,13,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,1.0,0.0,-2.0
158,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,14,1.0,2.0,1.0,0.0,1.0,-2.0,-2.0,1.0,0.0,-2.0
159,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,15,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,2.0,1.0,-2.0
160,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,16,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,1.0,1.0,-2.0
161,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,17,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,1.0,1.0,-2.0
162,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,18,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
163,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,19,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,1.0,1.0,-2.0
164,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,20,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,1.0,1.0,-2.0
165,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,21,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,1.0,-2.0
166,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,22,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,1.0,-2.0
167,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,23,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
168,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,24,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
169,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,25,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
170,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,26,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
171,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,27,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
172,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,28,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
173,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,29,1.0,2.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
174,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,30,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
175,Kerala,1090.0,Mango (all varieties)-Mangifera indica,2021,31,1.0,2.0,1.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-2.0
